Incident Number,Property Code,Property Use Description,Property Use Category,Incident Code,Primary Type Category,Sub Type Category,Aid Given or Received,Incident Date and Time,First Unit Dispatched,First Unit Arrived,All Units Clear,Total First Unit Response Time,Total Time Committed,shift,Incident Location Area,Number of Apparatus Assigned,Number of Personnel Assigned,Property Value,Property Lost,Contents Value,Contents Lost
17-0004835,449,"Hotel/Motel, commercial.",Residential,311,Medical,EMS,Automatic Aid Received,42912.95137,42912.95109,42912.95784,42912.96008,0:09:43,0.008993056,C,1,1,4,0,0,0,0
17-0004836,311,"Nursing homes licensed by the State,.",Health Care or Detention,733,No Hazard,ALARM,None,42913.00734,42913.00648,42913.00906,42913.01477,0:03:43,0.008287037,C,3,3,13,0,0,0,0
17-0004837,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,Automatic Aid Received,42913.03995,42913.03983,42913.04476,42913.04657,0:07:06,0.006747685,C,7,1,3,0,0,0,0
17-0004838,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42913.2736,42913.2727,42913.2765,42913.28522,0:05:29,0.012523148,C,2,1,4,0,0,0,0
17-0004839,429,Multifamily dwelling.,Residential,412,Special Ops,HAZARDOUS MATERIAL,None,42913.3138,42913.31244,42913.31688,42913.35462,0:06:23,0.042175926,A,1,5,13,0,0,0,0
17-0004840,599,Business office.,Business,311,Medical,EMS,None,42913.37446,42913.37428,42913.3783,42913.38458,0:05:47,0.010300926,A,3,1,4,0,0,0,0
17-0004842,891,Warehouse.,Storage,743,No Hazard,ALARM,Automatic Aid Received,42913.40657,42913.40508,42913.4112,42913.41907,0:08:49,0.013993056,A,1,3,12,0,0,0,0
17-0004843,599,Business office.,Business,321,Medical,EMS,None,42913.40742,42913.40668,42913.41245,42913.42535,0:08:19,0.018668981,A,1,1,3,0,0,0,0
17-0004844,599,Business office.,Business,321,Medical,EMS,None,42913.47625,42913.47553,42913.47861,42913.48916,0:04:26,0.013622685,A,3,1,4,0,0,0,0
17-0004845,254,Day care in commercial property.,Educational,735,No Hazard,ALARM,None,42913.50896,42913.50788,42913.51161,42913.52103,0:05:22,0.013148148,A,1,3,12,0,0,0,0
17-0004846,311,"Nursing homes licensed by the State,.",Health Care or Detention,311,Medical,EMS,None,42913.53565,42913.53527,42913.53876,42913.5503,0:05:02,0.015034722,A,4,2,7,0,0,0,0
17-0004847,UUU,Undetermined.,Other,611,No Hazard,GOOD INTENT,None,42913.53804,42913.53792,,42913.54019,,0.002268519,A,3,2,8,0,0,0,0
17-0004848,215,"High school, junior high, middle school.",Educational,745,No Hazard,ALARM,None,42913.56902,42913.56788,42913.57223,42913.57927,0:06:16,0.011388889,A,2,3,12,0,0,0,0
17-0004849,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42913.59764,42913.59696,42913.59985,42913.60828,0:04:10,0.011319444,A,1,1,4,0,0,0,0
17-0004850,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42913.60889,42913.60728,42913.61036,42913.6234,0:04:26,0.016122685,A,4,1,5,0,0,0,0
17-0004851,599,Business office.,Business,311,Medical,EMS,None,42913.61958,42913.6192,42913.62288,42913.62705,0:05:18,0.007847222,A,5,1,3,0,0,0,0
17-0004852,599,Business office.,Business,311,Medical,EMS,Automatic Aid Received,42913.65683,42913.6561,42913.66168,42913.66443,0:08:02,0.008333333,A,1,1,4,0,0,0,0
17-0004853,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42913.65604,42913.65543,42913.65817,42913.69774,0:03:57,0.042314815,A,3,1,4,0,0,0,0
17-0004854,311,"Nursing homes licensed by the State,.",Health Care or Detention,311,Medical,EMS,None,42913.67179,42913.67125,42913.67461,42913.68469,0:04:50,0.0134375,A,3,1,4,0,0,0,0
17-0004855,961,Highway or divided highway.,Outside,143,Fire,BRUSH FIRE,None,42913.70464,42913.70376,42913.70704,42913.71207,0:04:43,0.008310185,A,3,2,8,0,0,0,0
17-0004857,429,Multifamily dwelling.,Residential,651,No Hazard,GOOD INTENT,Automatic Aid Received,42913.75103,42913.75058,42913.75515,42913.76888,0:06:35,0.018298611,A,3,7,21,0,0,0,0
17-0004858,965,Vehicle parking area.,Outside,311,Medical,EMS,None,42913.75764,42913.75722,42913.76051,42913.76684,0:04:44,0.009618056,A,2,1,4,0,0,0,0
17-0004859,311,"Nursing homes licensed by the State,.",Health Care or Detention,311,Medical,EMS,None,42913.86051,42913.86014,42913.86398,42913.87528,0:05:32,0.015138889,A,4,1,4,0,0,0,0
17-0004860,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42913.86339,42913.86311,42913.86604,42913.87394,0:04:13,0.010821759,A,2,1,3,0,0,0,0
17-0004861,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42913.87427,42913.87396,42913.87756,42913.88553,0:05:11,0.011574074,A,7,1,4,0,0,0,0
17-0004862,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,None,42913.90106,42913.90093,42913.90337,42913.90539,0:03:31,0.004467593,A,9,2,7,0,0,0,0
17-0004864,599,Business office.,Business,142,Fire,BRUSH FIRE,None,42914.03669,42914.03573,42914.04071,42914.06311,0:07:10,0.027384259,A,3,3,8,0,0,0,0
17-0004866,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42914.10947,42914.10921,42914.11293,42914.12374,0:05:21,0.014525463,A,1,1,5,0,0,0,0
17-0004867,961,Highway or divided highway.,Outside,324,Hazard,MVA,Automatic Aid Given,42914.17957,42914.17949,42914.18356,42914.19531,0:05:52,0.015821759,A,MVFD,4,13,0,0,0,0
17-0004868,579,"Motor vehicle or boat sales, services.",Business,745,No Hazard,ALARM,None,42914.30942,42914.30824,42914.31414,42914.31679,0:08:30,0.008553241,C,3,2,8,0,0,0,0
17-0004869,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42914.4627,42914.46204,42914.46584,42914.47436,0:05:29,0.012326389,C,3,1,4,0,0,0,0
17-0004870,960,"Street, other.",Outside,321,Medical,EMS,None,42914.46809,42914.46787,42914.47311,42914.48212,0:07:33,0.014247685,C,3,2,8,0,0,0,0
17-0004871,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,Automatic Aid Received,42914.51557,42914.51531,42914.52069,42914.5234,0:07:45,0.008090278,C,6,1,3,0,0,0,0
17-0004872,800,"Storage, other.",Storage,321,Medical,EMS,Automatic Aid Received,42914.52791,42914.52772,42914.5326,42914.54784,0:07:02,0.020115741,C,1,1,3,0,0,0,0
17-0004873,142,Clubhouse associated with country club.,Assembly,321,Medical,EMS,None,42914.56108,42914.56054,42914.56351,42914.57495,0:04:16,0.014409722,C,5,1,4,0,0,0,0
17-0004874,449,"Hotel/Motel, commercial.",Residential,321,Medical,EMS,None,42914.57177,42914.57091,42914.57537,42914.60457,0:06:25,0.033657407,C,1,1,4,0,0,0,0
17-0004875,580,"General retail, other.",Business,321,Medical,EMS,None,42914.62226,42914.62205,42914.62572,42914.63377,0:05:17,0.011724537,C,9,1,4,0,0,0,0
17-0004876,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42914.66502,42914.66459,42914.66706,42914.68157,0:03:33,0.016979167,C,6,1,3,0,0,0,0
17-0004877,300,"Health care, detention, and correction.",Health Care or Detention,734,No Hazard,ALARM,None,42914.66734,42914.66674,42914.66921,42914.68385,0:03:34,0.017118056,C,3,3,11,0,0,0,0
17-0004878,449,"Hotel/Motel, commercial.",Residential,311,Medical,EMS,None,42914.74088,42914.74066,42914.74563,42914.75418,0:07:09,0.013518519,C,9,1,4,0,0,0,0
17-0004879,962,"Residential street, road.",Outside,323,Hazard,MVA,None,42914.74162,42914.74137,42914.74564,42914.75744,0:06:09,0.016076389,C,5,2,7,0,0,0,0
17-0004880,UUU,Undetermined.,Other,611,No Hazard,GOOD INTENT,Mutual Aid Given,42914.74774,42914.74747,42914.74802,42914.74955,0:00:48,0.002083333,C,FWFD,1,4,0,0,0,0
17-0004881,419,1- or 2-family dwelling.,Residential,251,Hazard,HAZARDOUS CONDITION,Automatic Aid Received,42914.74899,42914.74738,42914.75184,42914.75748,0:06:25,0.010092593,C,2,6,20,0,0,0,0
17-0004883,419,1- or 2-family dwelling.,Residential,611,No Hazard,GOOD INTENT,None,42914.81956,42914.81922,42914.82258,42914.82347,0:04:50,0.004247685,C,5,1,4,0,0,0,0
17-0004884,599,Business office.,Business,353,No Hazard,ASSIST,None,42914.83534,42914.834,42914.83729,42914.85388,0:04:44,0.019872685,C,3,2,7,0,0,0,0
17-0004885,419,1- or 2-family dwelling.,Residential,611,No Hazard,GOOD INTENT,None,42914.84681,42914.84664,,42914.84895,,0.002303241,C,3,1,3,0,0,0,0
17-0004886,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,42914.87289,42914.87265,42914.87608,42914.88072,0:04:56,0.00806713,C,6,1,3,0,0,0,0
17-0004887,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,Automatic Aid Received,42914.92405,42914.92394,42914.92667,42914.9417,0:03:56,0.017766204,C,3,1,4,0,0,0,0
17-0004888,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42914.95256,42914.95234,42914.95593,42914.96333,0:05:10,0.01099537,C,2,1,4,0,0,0,0
17-0004889,100,"Assembly, other.",Assembly,745,No Hazard,ALARM,None,42914.97435,42914.97377,42914.97666,42914.98891,0:04:09,0.015138889,C,3,2,7,0,0,0,0
17-0004890,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42915.13986,42915.13968,42915.14344,42915.15546,0:05:25,0.015787037,C,2,1,4,0,0,0,0
17-0004891,449,"Hotel/Motel, commercial.",Residential,321,Medical,EMS,None,42915.1737,42915.17352,42915.17681,42915.19194,0:04:44,0.018425926,C,9,1,4,0,0,0,0
17-0004892,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,42915.25865,42915.25843,42915.26223,42915.27374,0:05:29,0.0153125,C,1,1,4,0,0,0,0
17-0004894,449,"Hotel/Motel, commercial.",Residential,321,Medical,EMS,None,42915.37949,42915.37934,42915.38193,42915.39883,0:03:44,0.019490741,A,1,1,4,0,0,0,0
17-0004897,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42915.45135,42915.4512,42915.45434,42915.46498,0:04:31,0.013773148,A,1,1,3,0,0,0,0
17-0004898,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42915.47047,42915.47024,42915.47267,42915.48443,0:03:30,0.014189815,A,3,1,4,0,0,0,0
17-0004899,519,"Food and beverage sales, grocery store.",Business,321,Medical,EMS,None,42915.48449,42915.48441,42915.48709,42915.49745,0:03:52,0.013043981,A,2,1,4,0,0,0,0
17-0004900,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42915.48824,42915.48806,42915.49258,42915.50117,0:06:31,0.013113426,A,8,1,3,0,0,0,0
17-0004901,500,"Mercantile, business, other.",Business,321,Medical,EMS,None,42915.51622,42915.51591,42915.51731,42915.52703,0:02:01,0.011111111,A,8,1,3,0,0,0,0
17-0004902,419,1- or 2-family dwelling.,Residential,745,No Hazard,ALARM,Automatic Aid Given,42915.5334,42915.53316,42915.53675,42915.53872,0:05:10,0.005555556,A,WWFD,1,4,0,0,0,0
17-0004904,962,"Residential street, road.",Outside,321,Medical,EMS,None,42915.57032,42915.56991,42915.57278,42915.58385,0:04:08,0.013946759,A,3,1,4,0,0,0,0
17-0004905,599,Business office.,Business,321,Medical,EMS,None,42915.61068,42915.61041,42915.61347,42915.6222,0:04:25,0.011793981,A,1,1,4,0,0,0,0
17-0004906,599,Business office.,Business,745,No Hazard,ALARM,None,42915.61297,42915.61189,42915.6151,42915.62588,0:04:38,0.013993056,A,3,2,7,0,0,0,0
17-0004907,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42915.64545,42915.64532,42915.6486,42915.65493,0:04:43,0.009606481,A,2,1,4,0,0,0,0
17-0004908,121,"Ballroom, gymnasium.",Assembly,311,Medical,EMS,Automatic Aid Received,42915.67736,42915.67727,42915.68288,42915.68823,0:08:05,0.010960648,A,6,1,4,0,0,0,0
17-0004909,419,1- or 2-family dwelling.,Residential,611,No Hazard,GOOD INTENT,Mutual Aid Given,42915.69142,42915.69117,,42915.69292,,0.001747685,A,WWFD,1,4,0,0,0,0
17-0004910,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,None,42915.71284,42915.71233,42915.71509,42915.72472,0:03:59,0.012395833,A,4,3,12,0,0,0,0
17-0004911,100,"Assembly, other.",Assembly,311,Medical,EMS,Automatic Aid Received,42915.74111,42915.74063,42915.74529,42915.74859,0:06:43,0.007962963,A,3,1,4,0,0,0,0
17-0004912,960,"Street, other.",Outside,444,Hazard,HAZARDOUS CONDITION,None,42915.74593,42915.74581,42915.74756,42915.75704,0:02:31,0.011226852,A,3,3,10,0,0,0,0
17-0004913,120,"Variable-use amusement, recreation place.",Assembly,745,No Hazard,ALARM,None,42915.76917,42915.76844,42915.77066,42915.7781,0:03:12,0.009664352,A,7,3,11,0,0,0,0
17-0004914,500,"Mercantile, business, other.",Business,611,No Hazard,GOOD INTENT,None,42915.80834,42915.80777,,42915.81054,,0.002777778,A,7,2,7,0,0,0,0
17-0004915,963,Street or road in commercial area.,Outside,321,Medical,EMS,None,42915.96738,42915.96715,42915.97059,42915.98257,0:04:57,0.015416667,A,MVFD,1,3,0,0,0,0
17-0004916,429,Multifamily dwelling.,Residential,745,No Hazard,ALARM,None,42915.97661,42915.97578,42915.98063,42915.98546,0:06:59,0.0096875,A,7,2,7,0,0,0,0
17-0004917,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42916.14865,42916.14846,42916.15263,42916.16905,0:06:00,0.020590278,A,1,1,4,0,0,0,0
17-0004918,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42916.23,42916.22981,42916.23253,42916.2472,0:03:55,0.017384259,A,9,1,5,0,0,0,0
17-0004919,311,"Nursing homes licensed by the State,.",Health Care or Detention,745,No Hazard,ALARM,None,42916.23066,42916.22999,42916.23269,42916.23426,0:03:53,0.004270833,A,3,3,12,0,0,0,0
17-0004920,429,Multifamily dwelling.,Residential,611,No Hazard,GOOD INTENT,None,42916.27391,42916.27285,,42916.27573,,0.002881944,A,2,1,4,0,0,0,0
17-0004921,213,Elementary school.,Educational,733,No Hazard,ALARM,None,42916.31483,42916.31385,42916.31748,42916.32902,0:05:13,0.015162037,B,3,3,10,0,0,0,0
17-0004922,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42916.33185,42916.33175,42916.33384,42916.34563,0:03:01,0.013877315,B,4,1,3,0,0,0,0
17-0004923,963,Street or road in commercial area.,Outside,413,Special Ops,HAZARDOUS MATERIAL,None,42916.35024,42916.34896,42916.35271,42916.40487,0:05:24,0.055914352,B,2,3,8,0,0,0,0
17-0004924,300,"Health care, detention, and correction.",Health Care or Detention,311,Medical,EMS,None,42916.39436,42916.39388,42916.39741,42916.40045,0:05:05,0.006574074,B,3,1,4,0,0,0,0
17-0004925,965,Vehicle parking area.,Outside,321,Medical,EMS,None,42916.39977,42916.39931,42916.40329,42916.41086,0:05:44,0.011550926,B,1,1,4,0,0,0,0
17-0004926,419,1- or 2-family dwelling.,Residential,412,Special Ops,HAZARDOUS MATERIAL,None,42916.40965,42916.40858,42916.41234,42916.49039,0:05:25,0.08181713,B,2,4,11,0,0,0,0
17-0004927,700,"Manufacturing, processing.",Manufacturing,321,Medical,EMS,None,42916.42045,42916.41999,42916.42464,42916.43826,0:06:42,0.018275463,B,3,1,4,0,0,0,0
17-0004928,429,Multifamily dwelling.,Residential,622,No Hazard,GOOD INTENT,None,42916.42478,42916.42459,42916.42715,42916.43892,0:03:41,0.014328704,B,4,1,4,0,0,0,0
17-0004929,429,Multifamily dwelling.,Residential,743,No Hazard,ALARM,None,42916.43734,42916.43648,42916.44076,42916.44476,0:06:10,0.008275463,B,2,3,11,0,0,0,0
17-0004930,429,Multifamily dwelling.,Residential,743,No Hazard,ALARM,None,42916.43791,42916.43709,42916.44157,42916.44471,0:06:27,0.007615741,B,8,1,4,0,0,0,0
17-0004931,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42916.47101,42916.47054,42916.47498,42916.48344,0:06:23,0.012893519,B,3,1,4,0,0,0,0
17-0004932,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,Automatic Aid Received,42916.47206,42916.47184,42916.47721,42916.48984,0:07:44,0.017997685,B,7,1,4,0,0,0,0
17-0004933,419,1- or 2-family dwelling.,Residential,553,No Hazard,ASSIST,None,42916.58567,42916.58522,42916.59072,42916.59896,0:07:55,0.013738426,B,8,1,4,0,0,0,0
17-0004934,300,"Health care, detention, and correction.",Health Care or Detention,611,No Hazard,GOOD INTENT,None,42916.62023,42916.61942,42916.62061,42916.62282,0:01:43,0.003402778,B,3,1,4,0,0,0,0
17-0004935,419,1- or 2-family dwelling.,Residential,553,No Hazard,ASSIST,None,42916.63674,42916.63635,42916.64045,42916.65076,0:05:54,0.014409722,B,8,1,4,0,0,0,0
17-0004936,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42916.65546,42916.65444,42916.65892,42916.66135,0:06:27,0.006909722,B,2,1,4,0,0,0,0
17-0004937,961,Highway or divided highway.,Outside,322,Hazard,MVA,None,42916.65757,42916.65747,42916.65942,42916.70323,0:02:49,0.045763889,B,6,4,9,0,0,0,0
17-0004938,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42916.66179,42916.66115,42916.666,42916.67559,0:06:59,0.014444444,B,9,1,4,0,0,0,0
17-0004939,200,"Educational, other.",Educational,743,No Hazard,ALARM,None,42916.66977,42916.66889,42916.67291,42916.67729,0:05:47,0.008402778,B,4,3,11,0,0,0,0
17-0004940,419,1- or 2-family dwelling.,Residential,735,No Hazard,ALARM,None,42916.69428,42916.69378,42916.69772,42916.70524,0:05:40,0.011458333,B,3,2,7,0,0,0,0
17-0004941,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42916.7359,42916.73559,42916.7384,42916.75747,0:04:03,0.021875,B,1,1,4,0,0,0,0
17-0004942,449,"Hotel/Motel, commercial.",Residential,611,No Hazard,GOOD INTENT,None,42916.75199,42916.74999,,42916.75304,,0.003055556,B,1,2,7,0,0,0,0
17-0004943,500,"Mercantile, business, other.",Business,111,Fire,STRUCTURE,Automatic Aid Received,42916.78685,42916.78653,42916.7895,42916.86664,0:04:17,0.080115741,B,9,9,24,23879274,1,3000,1500
17-0004944,449,"Hotel/Motel, commercial.",Residential,113,Fire,STRUCTURE,Automatic Aid Received,42916.78809,42916.78726,42916.78909,42916.826,0:02:38,0.038738426,B,3,6,20,1758166,0,879383,0
17-0004945,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42916.81683,42916.81664,42916.81944,42916.82198,0:04:02,0.005335648,B,8,1,4,0,0,0,0
17-0004946,500,"Mercantile, business, other.",Business,321,Medical,EMS,None,42916.87219,42916.87194,42916.87406,42916.88166,0:03:03,0.009710648,B,6,1,3,0,0,0,0
17-0004947,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,None,42916.88078,42916.88001,42916.88377,42916.88699,0:05:25,0.006979167,B,6,2,7,0,0,0,0
17-0004948,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42916.89478,42916.89458,42916.89863,42916.91122,0:05:50,0.016631944,B,7,1,3,0,0,0,0
17-0004949,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42917.01603,42917.01579,42917.01834,42917.02663,0:03:41,0.010844907,B,9,1,4,0,0,0,0
17-0004950,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42917.02038,42917.02025,42917.02422,42917.03848,0:05:43,0.018229167,B,7,1,3,0,0,0,0
17-0004951,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42917.0978,42917.09765,42917.10106,42917.107,0:04:55,0.009351852,B,5,1,4,0,0,0,0
17-0004952,419,1- or 2-family dwelling.,Residential,111,Fire,STRUCTURE,Automatic Aid Received,42917.12939,42917.12905,42917.1324,42917.27414,0:04:49,0.145092593,B,4,7,22,213000,100000,50000,20000
17-0004954,419,1- or 2-family dwelling.,Residential,571,No Hazard,GOOD INTENT,None,42917.25611,42917.2558,42917.26306,42917.3912,0:10:27,0.135405093,A,4,1,6,0,0,0,0
17-0004956,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42917.25718,42917.25705,42917.26037,42917.26947,0:04:47,0.012418981,B,4,1,3,0,0,0,0
17-0004957,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42917.26499,42917.26485,42917.26909,42917.28148,0:06:06,0.016631944,B,8,1,4,0,0,0,0
17-0004958,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42917.27527,42917.27509,42917.27793,42917.29612,0:04:05,0.021030093,B,2,1,4,0,0,0,0
17-0004959,599,Business office.,Business,113,Fire,STRUCTURE,Automatic Aid Received,42917.31449,42917.31354,42917.31756,42917.33351,0:05:47,0.019965278,A,9,6,19,0,0,0,0
17-0004960,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42917.31595,42917.31557,42917.31795,42917.33163,0:03:26,0.016064815,A,3,1,4,0,0,0,0
17-0004961,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42917.42399,42917.42356,42917.42676,42917.43766,0:04:36,0.014097222,A,1,1,4,0,0,0,0
17-0004962,419,1- or 2-family dwelling.,Residential,531,No Hazard,ASSIST,Automatic Aid Received,42917.42468,42917.42446,42917.42676,42917.4375,0:03:19,0.013043981,A,2,6,19,0,0,0,0
17-0004963,161,Restaurant or cafeteria.,Assembly,321,Medical,EMS,None,42917.43899,42917.43859,42917.44105,42917.44505,0:03:33,0.006458333,A,5,1,4,0,0,0,0
17-0004964,599,Business office.,Business,321,Medical,EMS,None,42917.44507,42917.44431,42917.44733,42917.46245,0:04:21,0.018148148,A,2,1,3,0,0,0,0
17-0004965,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42917.44662,42917.44622,42917.4495,42917.47019,0:04:44,0.023969907,A,2,1,4,0,0,0,0
17-0004966,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42917.46622,42917.46584,42917.47087,42917.47256,0:07:14,0.006712963,A,8,1,3,0,0,0,0
17-0004968,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42917.52709,42917.52644,42917.52855,42917.5352,0:03:03,0.008761574,A,4,1,4,0,0,0,0
17-0004969,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42917.74325,42917.74286,42917.74563,42917.75146,0:03:59,0.008599537,A,3,1,4,0,0,0,0
17-0004970,429,Multifamily dwelling.,Residential,733,No Hazard,ALARM,None,42917.76904,42917.76785,42917.77376,42917.79098,0:08:31,0.023136574,A,1,3,11,0,0,0,0
17-0004971,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42917.82237,42917.82203,42917.82398,42917.83422,0:02:49,0.012199074,A,9,1,4,0,0,0,0
17-0004972,419,1- or 2-family dwelling.,Residential,611,No Hazard,GOOD INTENT,Automatic Aid Given,42917.88076,42917.88076,42917.8826,42917.8834,0:02:39,0.002638889,A,WWFD,1,3,0,0,0,0
17-0004973,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42917.91506,42917.9147,42917.91735,42917.92925,0:03:49,0.014548611,A,3,1,4,0,0,0,0
17-0004974,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42917.99913,42917.99869,42918.00177,42918.01797,0:04:26,0.019282407,A,4,1,4,0,0,0,0
17-0004975,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42918.00435,42918.00421,42918.00834,42918.02197,0:05:57,0.01775463,A,4,1,4,0,0,0,0
17-0004976,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42918.02111,42918.02054,42918.02556,42918.03052,0:07:13,0.009976852,A,9,1,3,0,0,0,0
17-0004977,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42918.06253,42918.06245,42918.06483,42918.0767,0:03:25,0.014247685,A,2,1,3,0,0,0,0
17-0004978,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42918.13346,42918.13332,42918.13573,42918.15759,0:03:28,0.024270833,A,9,1,4,0,0,0,0
17-0004979,579,"Motor vehicle or boat sales, services.",Business,733,No Hazard,ALARM,None,42918.16367,42918.1627,42918.16703,42918.18576,0:06:14,0.02306713,A,3,2,7,0,0,0,0
17-0004980,311,"Nursing homes licensed by the State,.",Health Care or Detention,733,No Hazard,ALARM,None,42918.29466,42918.29363,42918.29661,42918.31138,0:04:17,0.017743056,A,3,2,7,0,0,0,0
17-0004981,419,1- or 2-family dwelling.,Residential,736,No Hazard,ALARM,None,42918.32042,42918.31914,42918.32359,42918.32818,0:06:24,0.009039352,B,5,2,7,0,0,0,0
17-0004982,960,"Street, other.",Outside,321,Medical,EMS,None,42918.33228,42918.33175,42918.33475,42918.34933,0:04:19,0.017581019,B,8,1,4,0,0,0,0
17-0004983,419,1- or 2-family dwelling.,Residential,735,No Hazard,ALARM,None,42918.36486,42918.3639,42918.36763,42918.38169,0:05:22,0.017789352,B,4,2,8,0,0,0,0
17-0004984,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42918.37237,42918.37161,42918.37584,42918.38389,0:06:06,0.012280093,B,3,1,4,0,0,0,0
17-0004985,419,1- or 2-family dwelling.,Residential,412,Special Ops,HAZARDOUS MATERIAL,None,42918.39752,42918.39655,42918.40113,42918.41803,0:06:36,0.021481481,B,5,4,12,0,0,0,0
17-0004986,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42918.41146,42918.41002,42918.41465,42918.42021,0:06:40,0.010185185,B,6,1,3,0,0,0,0
17-0004987,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,42918.41932,42918.4192,42918.42186,42918.426,0:03:50,0.006793981,B,5,1,4,0,0,0,0
17-0004988,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42918.45344,42918.45303,42918.45528,42918.46657,0:03:14,0.013541667,B,3,1,4,0,0,0,0
17-0004989,500,"Mercantile, business, other.",Business,743,No Hazard,ALARM,None,42918.64613,42918.64512,42918.64753,42918.66008,0:03:29,0.014965278,B,3,2,8,0,0,0,0
17-0004990,962,"Residential street, road.",Outside,311,Medical,EMS,None,42918.68753,42918.68712,42918.69166,42918.69215,0:06:32,0.005034722,B,5,2,7,0,0,0,0
17-0004991,960,"Street, other.",Outside,321,Medical,EMS,None,42918.70237,42918.70227,42918.7058,42918.71166,0:05:05,0.009386574,B,9,1,4,0,0,0,0
17-0004992,962,"Residential street, road.",Outside,322,Hazard,MVA,None,42918.75,42918.74963,42918.75225,42918.76191,0:03:46,0.012280093,B,2,3,11,0,0,0,0
17-0004993,142,Clubhouse associated with country club.,Assembly,611,No Hazard,GOOD INTENT,None,42918.77029,42918.76976,,42918.77189,,0.00212963,B,5,1,4,0,0,0,0
17-0004994,419,1- or 2-family dwelling.,Residential,461,Hazard,HAZARDOUS CONDITION,None,42918.78421,42918.78334,42918.78669,42918.79372,0:04:49,0.01037037,B,2,3,9,0,0,0,0
17-0004995,419,1- or 2-family dwelling.,Residential,341,Special Ops,TECH RESCUE,Automatic Aid Received,42918.79601,42918.79583,42918.80292,42918.81451,0:10:12,0.018680556,B,6,3,5,0,0,0,0
17-0004997,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,Automatic Aid Received,42918.8569,42918.85667,42918.86182,42918.87796,0:07:25,0.021296296,B,6,1,3,0,0,0,0
17-0004998,419,1- or 2-family dwelling.,Residential,745,No Hazard,ALARM,None,42918.85938,42918.8585,42918.86488,42918.86654,0:09:12,0.008043981,B,8,2,8,0,0,0,0
