Incident Number,Property Code,Property Use Description,Property Use Category,Incident Code,Primary Type Category,Sub Type Category,Aid Given or Received,Incident Date and Time,First Unit Dispatched,First Unit Arrived,All Units Clear,Total First Unit Response Time,Total Time Committed,shift,Incident Location Area,Number of Apparatus Assigned,Number of Personnel Assigned, Property Value , Property Lost , Contents Value , Contents Lost 
17-0005174,UUU,Undetermined.,Other,324,Hazard,MVA,Automatic Aid Given,7/10/2017 1:04,7/10/2017 1:03,7/10/2017 1:08,7/10/2017 1:26,0:05:11,0:22:30,B,MVFD,4,11, $-   , $-   , $-   , $-   
17-0005175,429,Multifamily dwelling.,Residential,745,No Hazard,ALARM,None,7/10/2017 1:58,7/10/2017 1:57,7/10/2017 2:02,7/10/2017 2:19,0:05:30,0:22:27,B,6,1,3, $-   , $-   , $-   , $-   
17-0005176,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,7/10/2017 2:07,7/10/2017 2:07,7/10/2017 2:11,7/10/2017 2:33,0:04:26,0:26:24,B,1,1,4, $-   , $-   , $-   , $-   
17-0005177,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,7/10/2017 2:26,7/10/2017 2:26,7/10/2017 2:32,7/10/2017 2:41,0:06:20,0:15:17,B,6,1,3, $-   , $-   , $-   , $-   
17-0005178,429,Multifamily dwelling.,Residential,551,No Hazard,ASSIST,Automatic Aid Given,7/10/2017 5:48,7/10/2017 5:48,7/10/2017 5:54,7/10/2017 5:59,0:06:24,0:11:00,B,MVFD,3,8, $-   , $-   , $-   , $-   
17-0005179,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/10/2017 6:56,7/10/2017 6:55,7/10/2017 7:02,7/10/2017 7:27,0:07:21,0:32:03,B,8,1,4, $-   , $-   , $-   , $-   
17-0005180,429,Multifamily dwelling.,Residential,611,No Hazard,GOOD INTENT,None,7/10/2017 7:00,7/10/2017 6:59,,7/10/2017 7:02,,0:02:24,B,6,1,3, $-   , $-   , $-   , $-   
17-0005181,161,Restaurant or cafeteria.,Assembly,735,No Hazard,ALARM,None,7/10/2017 8:36,7/10/2017 8:33,7/10/2017 8:38,7/10/2017 8:51,0:04:51,0:18:09,A,9,2,7, $-   , $-   , $-   , $-   
17-0005182,419,1- or 2-family dwelling.,Residential,554,No Hazard,ASSIST,None,7/10/2017 9:25,7/10/2017 9:23,7/10/2017 9:30,7/10/2017 10:01,0:06:48,0:37:35,A,4,1,4, $-   , $-   , $-   , $-   
17-0005183,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,7/10/2017 12:57,7/10/2017 12:56,7/10/2017 12:59,7/10/2017 13:08,0:02:30,0:11:09,A,9,1,4, $-   , $-   , $-   , $-   
17-0005184,960,"Street, other.",Outside,321,Medical,EMS,None,7/10/2017 13:03,7/10/2017 13:02,7/10/2017 13:05,7/10/2017 13:16,0:02:49,0:13:23,A,1,1,4, $-   , $-   , $-   , $-   
17-0005185,449,"Hotel/Motel, commercial.",Residential,735,No Hazard,ALARM,Automatic Aid Received,7/10/2017 13:41,7/10/2017 13:40,7/10/2017 13:51,7/10/2017 13:55,0:11:31,0:14:57,A,1,3,11, $-   , $-   , $-   , $-   
17-0005186,419,1- or 2-family dwelling.,Residential,736,No Hazard,ALARM,None,7/10/2017 13:44,7/10/2017 13:43,7/10/2017 13:50,7/10/2017 14:03,0:06:55,0:20:34,A,6,2,8, $-   , $-   , $-   , $-   
17-0005187,599,Business office.,Business,321,Medical,EMS,Automatic Aid Received,7/10/2017 13:45,7/10/2017 13:43,7/10/2017 13:53,7/10/2017 14:17,0:10:09,0:33:38,A,1,2,7, $-   , $-   , $-   , $-   
17-0005189,500,"Mercantile, business, other.",Business,321,Medical,EMS,Automatic Aid Received,7/10/2017 13:51,7/10/2017 13:50,7/10/2017 13:55,7/10/2017 14:17,0:04:23,0:26:41,A,3,1,4, $-   , $-   , $-   , $-   
17-0005190,599,Business office.,Business,311,Medical,EMS,None,7/10/2017 14:31,7/10/2017 14:30,7/10/2017 14:33,7/10/2017 14:49,0:03:30,0:19:07,A,1,1,4, $-   , $-   , $-   , $-   
17-0005191,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,7/10/2017 15:31,7/10/2017 15:31,7/10/2017 15:34,7/10/2017 15:49,0:03:04,0:18:00,A,3,1,4, $-   , $-   , $-   , $-   
17-0005192,519,"Food and beverage sales, grocery store.",Business,622,No Hazard,GOOD INTENT,None,7/10/2017 16:16,7/10/2017 16:16,7/10/2017 16:19,7/10/2017 16:23,0:03:44,0:07:04,A,4,1,4, $-   , $-   , $-   , $-   
17-0005194,419,1- or 2-family dwelling.,Residential,551,No Hazard,ASSIST,None,7/10/2017 16:54,7/10/2017 16:54,7/10/2017 17:01,7/10/2017 17:04,0:07:18,0:10:23,A,6,1,4, $-   , $-   , $-   , $-   
17-0005196,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/10/2017 17:56,7/10/2017 17:56,7/10/2017 18:01,7/10/2017 18:15,0:05:12,0:19:29,A,3,1,4, $-   , $-   , $-   , $-   
17-0005197,900,"Outside or special property, other.",Outside,151,Fire,OTHER,Automatic Aid Given,7/10/2017 18:22,7/10/2017 18:20,7/10/2017 18:26,7/10/2017 19:22,0:06:04,1:02:41,A,MVFD,2,7, $-   , $-   , $-   , $-   
17-0005198,419,1- or 2-family dwelling.,Residential,554,No Hazard,ASSIST,None,7/10/2017 18:53,7/10/2017 18:52,7/10/2017 18:56,7/10/2017 19:05,0:03:47,0:12:43,A,2,1,3, $-   , $-   , $-   , $-   
17-0005199,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/10/2017 20:54,7/10/2017 20:53,7/10/2017 20:58,7/10/2017 21:11,0:04:49,0:18:12,A,4,1,4, $-   , $-   , $-   , $-   
17-0005200,429,Multifamily dwelling.,Residential,111,Fire,STRUCTURE,Automatic Aid Received,7/10/2017 21:08,7/10/2017 21:08,7/10/2017 21:14,7/10/2017 21:35,0:06:08,0:27:34,A,7,8,25,"$2,370,899 ",$1 ,"$250,000 ", $-   
17-0005201,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/10/2017 21:18,7/10/2017 21:18,7/10/2017 21:23,7/10/2017 21:50,0:04:56,0:31:42,A,1,1,4, $-   , $-   , $-   , $-   
17-0005202,419,1- or 2-family dwelling.,Residential,554,No Hazard,ASSIST,None,7/10/2017 21:35,7/10/2017 21:35,7/10/2017 21:38,7/10/2017 21:41,0:03:22,0:06:22,A,4,1,4, $-   , $-   , $-   , $-   
17-0005203,963,Street or road in commercial area.,Outside,651,No Hazard,GOOD INTENT,None,7/10/2017 23:58,7/10/2017 23:57,7/11/2017 0:02,7/11/2017 0:46,0:05:30,0:49:29,A,4,1,4, $-   , $-   , $-   , $-   
17-0005204,593,Office: veterinary or research.,Business,251,Hazard,HAZARDOUS CONDITION,None,7/11/2017 0:51,7/11/2017 0:49,7/11/2017 0:54,7/11/2017 1:04,0:04:51,0:14:46,A,3,1,4, $-   , $-   , $-   , $-   
17-0005205,962,"Residential street, road.",Outside,321,Medical,EMS,None,7/11/2017 1:00,7/11/2017 1:00,7/11/2017 1:05,7/11/2017 1:27,0:05:19,0:27:10,A,3,1,3, $-   , $-   , $-   , $-   
17-0005206,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,7/11/2017 1:34,7/11/2017 1:33,7/11/2017 1:38,7/11/2017 1:47,0:04:56,0:13:48,A,9,1,4, $-   , $-   , $-   , $-   
17-0005207,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/11/2017 2:11,7/11/2017 2:11,7/11/2017 2:16,7/11/2017 2:26,0:05:10,0:15:24,A,5,1,4, $-   , $-   , $-   , $-   
17-0005208,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/11/2017 2:25,7/11/2017 2:25,7/11/2017 2:29,7/11/2017 2:50,0:04:00,0:24:41,A,4,1,4, $-   , $-   , $-   , $-   
17-0005209,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,7/11/2017 2:26,7/11/2017 2:25,7/11/2017 2:28,7/11/2017 2:46,0:02:44,0:20:32,A,9,1,4, $-   , $-   , $-   , $-   
17-0005210,429,Multifamily dwelling.,Residential,522,No Hazard,ASSIST,None,7/11/2017 2:28,7/11/2017 2:27,7/11/2017 2:34,7/11/2017 3:37,0:06:43,1:09:27,A,8,3,11, $-   , $-   , $-   , $-   
17-0005211,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,7/11/2017 4:43,7/11/2017 4:42,7/11/2017 4:46,7/11/2017 5:04,0:03:56,0:21:57,A,4,1,4, $-   , $-   , $-   , $-   
17-0005212,965,Vehicle parking area.,Outside,154,Fire,OTHER,None,7/11/2017 6:56,7/11/2017 6:54,7/11/2017 7:01,7/11/2017 7:09,0:07:22,0:14:58,A,5,3,8, $-   , $-   , $-   , $-   
17-0005213,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/11/2017 8:11,7/11/2017 8:11,7/11/2017 8:16,7/11/2017 8:43,0:04:44,0:32:02,B,8,1,4, $-   , $-   , $-   , $-   
17-0005214,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/11/2017 9:58,7/11/2017 9:56,7/11/2017 10:01,7/11/2017 10:15,0:04:53,0:18:32,B,2,2,8, $-   , $-   , $-   , $-   
17-0005215,961,Highway or divided highway.,Outside,324,Hazard,MVA,Automatic Aid Received,7/11/2017 10:56,7/11/2017 10:56,7/11/2017 11:02,7/11/2017 11:11,0:06:16,0:15:07,B,3,2,7, $-   , $-   , $-   , $-   
17-0005216,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,7/11/2017 11:06,7/11/2017 11:05,7/11/2017 11:09,7/11/2017 11:23,0:04:01,0:17:23,B,9,2,8, $-   , $-   , $-   , $-   
17-0005217,419,1- or 2-family dwelling.,Residential,733,No Hazard,ALARM,None,7/11/2017 11:35,7/11/2017 11:34,7/11/2017 11:41,7/11/2017 11:45,0:07:54,0:11:40,B,1,2,9, $-   , $-   , $-   , $-   
17-0005218,419,1- or 2-family dwelling.,Residential,553,No Hazard,ASSIST,None,7/11/2017 12:36,7/11/2017 12:35,7/11/2017 12:36,7/11/2017 12:41,0:01:14,0:06:16,B,4,1,4, $-   , $-   , $-   , $-   
17-0005219,429,Multifamily dwelling.,Residential,111,Fire,STRUCTURE,Automatic Aid Given,7/11/2017 14:29,7/11/2017 14:29,7/11/2017 14:35,7/11/2017 16:35,0:06:09,2:06:56,B,MVFD,4,12, $-   , $-   , $-   , $-   
17-0005220,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,Automatic Aid Received,7/11/2017 14:55,7/11/2017 14:54,7/11/2017 15:03,7/11/2017 15:28,0:09:00,0:33:42,B,6,2,8, $-   , $-   , $-   , $-   
17-0005221,965,Vehicle parking area.,Outside,331,No Hazard,ASSIST,None,7/11/2017 17:35,7/11/2017 17:32,7/11/2017 17:37,7/11/2017 17:45,0:05:15,0:13:01,B,1,1,5, $-   , $-   , $-   , $-   
17-0005222,419,1- or 2-family dwelling.,Residential,733,No Hazard,ALARM,None,7/11/2017 17:37,7/11/2017 17:34,7/11/2017 17:41,7/11/2017 17:54,0:06:16,0:19:56,B,4,2,8, $-   , $-   , $-   , $-   
17-0005223,888,Fire station.,Storage,571,No Hazard,GOOD INTENT,None,7/11/2017 16:02,7/11/2017 16:02,7/11/2017 16:18,7/11/2017 19:25,0:15:27,3:22:20,B,MVFD,1,4, $-   , $-   , $-   , $-   
17-0005224,UUU,Undetermined.,Other,622,No Hazard,GOOD INTENT,Automatic Aid Given,7/11/2017 20:48,7/11/2017 20:47,7/11/2017 20:56,7/11/2017 20:56,0:08:42,0:08:44,B,MVFD,1,3, $-   , $-   , $-   , $-   
17-0005225,429,Multifamily dwelling.,Residential,736,No Hazard,ALARM,None,7/11/2017 20:52,7/11/2017 20:50,7/11/2017 20:56,7/11/2017 21:07,0:06:38,0:16:45,B,2,2,7, $-   , $-   , $-   , $-   
17-0005226,215,"High school, junior high, middle school.",Educational,743,No Hazard,ALARM,Automatic Aid Received,7/11/2017 21:51,7/11/2017 21:50,7/11/2017 21:58,7/11/2017 22:26,0:07:56,0:35:29,B,6,3,12, $-   , $-   , $-   , $-   
17-0005227,960,"Street, other.",Outside,322,Hazard,MVA,None,7/11/2017 22:18,7/11/2017 22:17,7/11/2017 22:23,7/11/2017 23:17,0:05:22,1:00:02,B,8,2,7, $-   , $-   , $-   , $-   
17-0005228,419,1- or 2-family dwelling.,Residential,733,No Hazard,ALARM,None,7/12/2017 0:32,7/12/2017 0:31,7/12/2017 0:33,7/12/2017 0:48,0:01:56,0:16:55,B,9,2,7, $-   , $-   , $-   , $-   
17-0005230,599,Business office.,Business,160,Fire,OTHER,None,7/12/2017 8:34,7/12/2017 8:34,7/12/2017 8:37,7/12/2017 8:43,0:03:01,0:09:26,C,5,1,4,$1 ,$1 ,$1 ,$1 
17-0005231,419,1- or 2-family dwelling.,Residential,151,Fire,OTHER,None,7/12/2017 9:44,7/12/2017 9:44,7/12/2017 9:54,7/12/2017 10:00,0:10:04,0:16:48,C,4,1,4, $-   , $-   , $-   , $-   
17-0005232,940,"Water area, other.",Outside,138,Fire,VEHICLE,None,7/12/2017 9:59,7/12/2017 9:56,7/12/2017 10:03,7/12/2017 10:51,0:07:10,0:54:39,C,4,5,13,"$3,000 ","$3,000 ", $-   , $-   
17-0005233,419,1- or 2-family dwelling.,Residential,561,Fire,OTHER,None,7/12/2017 10:38,7/12/2017 10:37,7/12/2017 10:41,7/12/2017 10:47,0:04:41,0:10:25,C,9,1,4, $-   , $-   , $-   , $-   
17-0005234,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,7/12/2017 11:09,7/12/2017 11:09,7/12/2017 11:12,7/12/2017 11:18,0:03:21,0:09:20,C,3,1,4, $-   , $-   , $-   , $-   
17-0005235,500,"Mercantile, business, other.",Business,321,Medical,EMS,None,7/12/2017 11:16,7/12/2017 11:16,7/12/2017 11:20,7/12/2017 11:43,0:04:45,0:27:12,C,9,1,4, $-   , $-   , $-   , $-   
17-0005237,449,"Hotel/Motel, commercial.",Residential,321,Medical,EMS,None,7/12/2017 11:42,7/12/2017 11:42,7/12/2017 11:44,7/12/2017 12:14,0:02:15,0:32:31,C,9,2,8, $-   , $-   , $-   , $-   
17-0005238,549,Specialty shop.,Business,611,No Hazard,GOOD INTENT,None,7/12/2017 12:43,7/12/2017 12:43,,7/12/2017 12:45,,0:02:46,C,9,1,4, $-   , $-   , $-   , $-   
17-0005239,419,1- or 2-family dwelling.,Residential,111,Fire,STRUCTURE,Automatic Aid Received,7/12/2017 12:51,7/12/2017 12:50,7/12/2017 12:56,7/12/2017 14:42,0:06:04,1:51:50,C,8,6,19,"$255,000 ","$2,500 ","$30,000 ",$500 
17-0005240,100,"Assembly, other.",Assembly,321,Medical,EMS,None,7/12/2017 13:34,7/12/2017 13:34,7/12/2017 13:36,7/12/2017 13:52,0:02:37,0:17:42,C,5,1,4, $-   , $-   , $-   , $-   
17-0005241,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,7/12/2017 14:01,7/12/2017 14:01,7/12/2017 14:06,7/12/2017 14:19,0:05:56,0:18:44,C,5,1,4, $-   , $-   , $-   , $-   
17-0005242,961,Highway or divided highway.,Outside,460,Hazard,HAZARDOUS CONDITION,None,7/12/2017 14:24,7/12/2017 14:23,7/12/2017 14:24,7/12/2017 14:45,0:00:30,0:21:41,C,MVFD,1,3, $-   , $-   , $-   , $-   
17-0005243,599,Business office.,Business,142,Fire,BRUSH FIRE,None,7/12/2017 15:33,7/12/2017 15:31,7/12/2017 15:36,7/12/2017 15:55,0:04:24,0:23:47,C,9,3,8,$500 ,$500 , $-   , $-   
17-0005244,983,"Pipeline, power line, or other utility.",Outside,444,Hazard,HAZARDOUS CONDITION,None,7/12/2017 16:44,7/12/2017 16:44,7/12/2017 16:49,7/12/2017 16:56,0:05:10,0:12:01,C,4,1,4, $-   , $-   , $-   , $-   
17-0005245,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/12/2017 16:50,7/12/2017 16:49,7/12/2017 16:56,7/12/2017 17:07,0:06:34,0:17:37,C,4,1,4, $-   , $-   , $-   , $-   
17-0005246,963,Street or road in commercial area.,Outside,322,Hazard,MVA,None,7/12/2017 16:57,7/12/2017 16:56,7/12/2017 17:00,7/12/2017 17:37,0:03:37,0:40:43,C,3,4,11, $-   , $-   , $-   , $-   
17-0005247,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,7/12/2017 17:29,7/12/2017 17:28,7/12/2017 17:35,7/12/2017 17:45,0:06:19,0:16:26,C,6,2,7, $-   , $-   , $-   , $-   
17-0005248,599,Business office.,Business,411,Special Ops,HAZARDOUS MATERIAL,None,7/12/2017 17:31,7/12/2017 17:28,7/12/2017 17:37,7/12/2017 17:46,0:09:25,0:17:45,C,3,1,4, $-   , $-   , $-   , $-   
17-0005249,581,Department or discount store.,Business,621,No Hazard,GOOD INTENT,None,7/12/2017 17:35,7/12/2017 17:34,7/12/2017 17:41,7/12/2017 17:47,0:07:23,0:12:39,C,9,2,4, $-   , $-   , $-   , $-   
17-0005250,419,1- or 2-family dwelling.,Residential,554,No Hazard,ASSIST,None,7/12/2017 18:36,7/12/2017 18:35,7/12/2017 18:41,7/12/2017 18:48,0:05:57,0:13:01,C,5,1,4, $-   , $-   , $-   , $-   
17-0005251,983,"Pipeline, power line, or other utility.",Outside,162,Fire,OTHER,None,7/12/2017 18:40,7/12/2017 18:38,7/12/2017 18:44,7/12/2017 18:58,0:06:39,0:20:20,C,4,3,8,"$1,000 ",$1 , $-   , $-   
17-0005252,120,"Variable-use amusement, recreation place.",Assembly,745,No Hazard,ALARM,None,7/12/2017 20:47,7/12/2017 20:46,7/12/2017 20:53,7/12/2017 21:16,0:06:33,0:29:05,C,7,2,7, $-   , $-   , $-   , $-   
17-0005253,599,Business office.,Business,321,Medical,EMS,None,7/12/2017 21:58,7/12/2017 21:58,7/12/2017 22:01,7/12/2017 22:08,0:03:07,0:10:16,C,2,1,3, $-   , $-   , $-   , $-   
17-0005254,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,7/12/2017 22:59,7/12/2017 22:59,7/12/2017 23:04,7/12/2017 23:14,0:05:32,0:15:16,C,9,1,4, $-   , $-   , $-   , $-   
17-0005255,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,7/12/2017 23:28,7/12/2017 23:28,7/12/2017 23:33,7/12/2017 23:38,0:04:30,0:09:46,C,2,1,3, $-   , $-   , $-   , $-   
17-0005256,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/13/2017 1:40,7/13/2017 1:39,7/13/2017 1:44,7/13/2017 2:29,0:05:01,0:50:15,C,4,1,4, $-   , $-   , $-   , $-   
17-0005257,961,Highway or divided highway.,Outside,352,Hazard,MVA,None,7/13/2017 1:49,7/13/2017 1:48,7/13/2017 1:53,7/13/2017 2:34,0:04:43,0:45:23,C,3,3,8, $-   , $-   , $-   , $-   
17-0005258,961,Highway or divided highway.,Outside,652,No Hazard,GOOD INTENT,Automatic Aid Received,7/13/2017 3:31,7/13/2017 3:30,7/13/2017 3:34,7/13/2017 3:52,0:03:52,0:21:25,C,1,2,7, $-   , $-   , $-   , $-   
17-0005259,599,Business office.,Business,735,No Hazard,ALARM,None,7/13/2017 7:01,7/13/2017 7:00,7/13/2017 7:06,7/13/2017 7:39,0:05:33,0:38:33,C,3,2,7, $-   , $-   , $-   , $-   
17-0005260,429,Multifamily dwelling.,Residential,736,No Hazard,ALARM,None,7/13/2017 8:46,7/13/2017 8:43,7/13/2017 8:49,7/13/2017 9:02,0:06:26,0:19:03,B,4,2,7, $-   , $-   , $-   , $-   
17-0005262,141,Athletic or health club.,Assembly,311,Medical,EMS,None,7/13/2017 11:44,7/13/2017 11:43,7/13/2017 11:49,7/13/2017 12:02,0:05:33,0:18:23,B,5,1,4, $-   , $-   , $-   , $-   
17-0005263,599,Business office.,Business,735,No Hazard,ALARM,None,7/13/2017 12:02,7/13/2017 12:00,7/13/2017 12:05,7/13/2017 12:20,0:05:39,0:20:36,B,3,2,7, $-   , $-   , $-   , $-   
17-0005264,599,Business office.,Business,321,Medical,EMS,None,7/13/2017 12:54,7/13/2017 12:54,7/13/2017 12:58,7/13/2017 13:18,0:03:45,0:24:08,B,3,2,7, $-   , $-   , $-   , $-   
17-0005265,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,7/13/2017 13:47,7/13/2017 13:46,7/13/2017 13:49,7/13/2017 14:12,0:02:39,0:26:06,B,5,1,4, $-   , $-   , $-   , $-   
17-0005266,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,7/13/2017 14:35,7/13/2017 14:35,7/13/2017 14:39,7/13/2017 15:00,0:03:59,0:25:20,B,5,1,4, $-   , $-   , $-   , $-   
17-0005267,961,Highway or divided highway.,Outside,324,Hazard,MVA,None,7/13/2017 15:38,7/13/2017 15:38,7/13/2017 15:40,7/13/2017 16:22,0:02:00,0:44:23,B,2,2,7, $-   , $-   , $-   , $-   
17-0005268,500,"Mercantile, business, other.",Business,311,Medical,EMS,Automatic Aid Received,7/13/2017 15:54,7/13/2017 15:53,7/13/2017 15:57,7/13/2017 16:10,0:03:55,0:16:23,B,3,1,4, $-   , $-   , $-   , $-   
17-0005270,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/13/2017 16:06,7/13/2017 16:05,7/13/2017 16:11,7/13/2017 17:09,0:05:21,1:03:38,B,8,2,5, $-   , $-   , $-   , $-   
17-0005271,581,Department or discount store.,Business,311,Medical,EMS,Automatic Aid Received,7/13/2017 16:49,7/13/2017 16:48,7/13/2017 16:53,7/13/2017 16:56,0:04:45,0:07:36,B,9,1,4, $-   , $-   , $-   , $-   
17-0005272,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/13/2017 17:07,7/13/2017 17:06,7/13/2017 17:10,7/13/2017 17:26,0:04:02,0:19:32,B,1,1,4, $-   , $-   , $-   , $-   
17-0005273,963,Street or road in commercial area.,Outside,622,No Hazard,GOOD INTENT,None,7/13/2017 17:11,7/13/2017 17:10,7/13/2017 17:17,7/13/2017 17:22,0:06:49,0:11:31,B,SWFD,2,6, $-   , $-   , $-   , $-   
17-0005275,965,Vehicle parking area.,Outside,321,Medical,EMS,None,7/13/2017 21:51,7/13/2017 21:50,7/13/2017 21:53,7/13/2017 22:05,0:03:33,0:15:12,B,2,1,3, $-   , $-   , $-   , $-   
17-0005276,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,Automatic Aid Received,7/13/2017 22:01,7/13/2017 22:00,7/13/2017 22:07,7/13/2017 22:34,0:06:36,0:34:00,B,7,1,3, $-   , $-   , $-   , $-   
17-0005277,549,Specialty shop.,Business,733,No Hazard,ALARM,None,7/14/2017 0:14,7/14/2017 0:13,7/14/2017 0:15,7/14/2017 0:55,0:01:41,0:41:49,B,9,2,8, $-   , $-   , $-   , $-   
17-0005278,429,Multifamily dwelling.,Residential,733,No Hazard,ALARM,None,7/14/2017 1:20,7/14/2017 1:19,7/14/2017 1:24,7/14/2017 1:43,0:04:36,0:23:29,B,8,3,11, $-   , $-   , $-   , $-   
17-0005279,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,7/14/2017 3:06,7/14/2017 3:06,7/14/2017 3:13,7/14/2017 3:27,0:06:37,0:20:55,B,7,1,3, $-   , $-   , $-   , $-   
17-0005280,931,Open land or field.,Outside,141,Fire,BRUSH FIRE,None,7/14/2017 3:46,7/14/2017 3:45,7/14/2017 3:50,7/14/2017 4:26,0:04:45,0:41:11,B,4,1,4,"$64,000 ", $-   , $-   , $-   
17-0005281,213,Elementary school.,Educational,734,No Hazard,ALARM,None,7/14/2017 6:29,7/14/2017 6:29,7/14/2017 6:34,7/14/2017 6:59,0:05:11,0:30:32,B,6,3,11, $-   , $-   , $-   , $-   
17-0005282,100,"Assembly, other.",Assembly,745,No Hazard,ALARM,None,7/14/2017 8:55,7/14/2017 8:53,7/14/2017 8:58,7/14/2017 9:11,0:04:40,0:17:52,C,7,3,11, $-   , $-   , $-   , $-   
17-0005283,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,7/14/2017 9:38,7/14/2017 9:37,7/14/2017 9:40,7/14/2017 9:56,0:02:34,0:18:37,C,9,1,4, $-   , $-   , $-   , $-   
17-0005284,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/14/2017 9:53,7/14/2017 9:53,7/14/2017 9:58,7/14/2017 10:23,0:05:22,0:29:40,C,4,1,4, $-   , $-   , $-   , $-   
17-0005285,449,"Hotel/Motel, commercial.",Residential,743,No Hazard,ALARM,None,7/14/2017 10:16,7/14/2017 10:14,7/14/2017 10:24,7/14/2017 10:25,0:10:04,0:11:17,C,2,3,11, $-   , $-   , $-   , $-   
17-0005286,599,Business office.,Business,321,Medical,EMS,None,7/14/2017 10:23,7/14/2017 10:23,7/14/2017 10:24,7/14/2017 10:53,0:01:23,0:30:23,C,7,1,4, $-   , $-   , $-   , $-   
17-0005287,419,1- or 2-family dwelling.,Residential,733,No Hazard,ALARM,None,7/14/2017 10:35,7/14/2017 10:34,7/14/2017 10:39,7/14/2017 10:54,0:04:36,0:19:57,C,6,2,7, $-   , $-   , $-   , $-   
17-0005288,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/14/2017 11:06,7/14/2017 11:06,7/14/2017 11:11,7/14/2017 11:32,0:05:18,0:26:52,C,8,1,4, $-   , $-   , $-   , $-   
17-0005289,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,7/14/2017 11:19,7/14/2017 11:19,7/14/2017 11:23,7/14/2017 11:40,0:04:10,0:21:00,C,3,1,4, $-   , $-   , $-   , $-   
17-0005290,141,Athletic or health club.,Assembly,321,Medical,EMS,None,7/14/2017 11:18,7/14/2017 11:17,7/14/2017 11:23,7/14/2017 12:23,0:05:19,1:06:07,C,1,1,3, $-   , $-   , $-   , $-   
17-0005291,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,7/14/2017 11:21,7/14/2017 11:20,7/14/2017 11:26,7/14/2017 11:41,0:06:14,0:20:22,C,8,1,3, $-   , $-   , $-   , $-   
17-0005292,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,7/14/2017 12:04,7/14/2017 12:03,7/14/2017 12:08,7/14/2017 12:19,0:05:23,0:16:21,C,7,1,3, $-   , $-   , $-   , $-   
17-0005293,983,"Pipeline, power line, or other utility.",Outside,622,No Hazard,GOOD INTENT,None,7/14/2017 13:50,7/14/2017 13:48,7/14/2017 13:54,7/14/2017 14:00,0:06:02,0:12:34,C,4,3,7, $-   , $-   , $-   , $-   
17-0005294,429,Multifamily dwelling.,Residential,542,No Hazard,ASSIST,None,7/14/2017 15:32,7/14/2017 15:32,7/14/2017 15:41,7/14/2017 15:46,0:09:19,0:14:31,C,9,1,4, $-   , $-   , $-   , $-   
17-0005296,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,7/14/2017 16:46,7/14/2017 16:46,7/14/2017 16:49,7/14/2017 17:10,0:03:10,0:23:58,C,9,1,4, $-   , $-   , $-   , $-   
17-0005297,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,7/14/2017 17:34,7/14/2017 17:34,7/14/2017 17:37,7/14/2017 17:54,0:03:17,0:20:33,C,1,1,4, $-   , $-   , $-   , $-   
17-0005298,961,Highway or divided highway.,Outside,131,Fire,VEHICLE,Mutual Aid Given,7/14/2017 18:36,7/14/2017 18:36,7/14/2017 18:44,7/14/2017 20:22,0:07:50,1:46:05,C,MVFD,4,11, $-   , $-   , $-   , $-   
